first_order_std_dev,first_order_mean,second_order_std_dev,second_order_mean,first_order_median,first_order_mad,second_order_median,second_order_mad
46.37728500366211,12.337883949279785,205183.140625,6449.9765625,6.422062873840332,4.35019063949585,999.579345703125,666.7875366210938
