first_order_std_dev,first_order_mean,second_order_std_dev,second_order_mean,first_order_median,first_order_mad,second_order_median,second_order_mad
1058.0697021484375,2005.0635986328125,1638499.125,1968588.375,1904.00244140625,681.05029296875,1570443.625,780262.0625
